user_id,book_id,rating,title
326,5438,4,Dont Panic: The Official Hitchhikers Guide to the Galaxy Companion
341,5438,4,Dont Panic: The Official Hitchhikers Guide to the Galaxy Companion
492,5438,5,Dont Panic: The Official Hitchhikers Guide to the Galaxy Companion
1,5605,5,Dali
379,5605,1,Dali
1,5875,4,The Teeth of the Tiger
215,5875,3,The Teeth of the Tiger
257,5875,5,The Teeth of the Tiger
390,5875,3,The Teeth of the Tiger
585,5875,1,The Teeth of the Tiger
1,6228,5,Invasion of the Body Snatchers
367,6228,4,Invasion of the Body Snatchers
489,6228,1,Invasion of the Body Snatchers
2,707,4,Onze minutos
24,707,4,Onze minutos
2,1528,4,The Witch of Portobello
2,1662,3,Brida
93,1662,4,Brida
144,1662,2,Brida
2,1914,3,Dance Dance Dance
2,3216,3,The Birth House
23,3216,4,The Birth House
2,3246,4,Endymion
2,3316,3,Mort: The Play
2,4053,5,Andy Goldsworthy: A Collaboration with Nature
8,4053,3,Andy Goldsworthy: A Collaboration with Nature
15,4053,4,Andy Goldsworthy: A Collaboration with Nature
162,4053,4,Andy Goldsworthy: A Collaboration with Nature
2,4370,4,The Ringworld Engineers
489,4370,5,The Ringworld Engineers
2,4518,3,Ancestors of Avalon
183,4518,3,Ancestors of Avalon
304,4518,4,Ancestors of Avalon
2,4728,5,Gnomes
28,4728,2,Gnomes
195,4728,4,Gnomes
2,5331,3,Ilium
2,5387,3,Enchantment
2,5946,5,Number9Dream
334,5946,4,Number9Dream
2,5949,3,Ella Minnow Pea: A Novel in Letters
384,5949,4,Ella Minnow Pea: A Novel in Letters
407,5949,4,Ella Minnow Pea: A Novel in Letters
2,6701,3,Animalia
554,6701,3,Animalia
2,6874,3,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking
156,6874,4,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking
361,6874,5,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking
573,6874,4,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking
2,7204,3,The Places in Between
278,7204,4,The Places in Between
2,7960,3,Priestess of Avalon
183,7960,2,Priestess of Avalon
218,7960,3,Priestess of Avalon
304,7960,4,Priestess of Avalon
3,7198,4,My Life on the Road
3,8388,3,Flight
410,8388,4,Flight
552,8388,2,Flight
3,8936,5,Lady Cottingtons Pressed Fairy Book
164,8936,5,Lady Cottingtons Pressed Fairy Book
412,8936,5,Lady Cottingtons Pressed Fairy Book
3,461,4,Ways of Seeing
4,461,4,Ways of Seeing
5,461,4,Ways of Seeing
6,461,3,Ways of Seeing
7,461,3,Ways of Seeing
8,461,4,Ways of Seeing
3,1140,4,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
8,1140,1,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
71,1140,3,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
72,1140,4,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
73,1140,4,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
3,2035,4,The Gifts of Imperfection
145,2035,4,The Gifts of Imperfection
198,2035,5,The Gifts of Imperfection
199,2035,4,The Gifts of Imperfection
200,2035,5,The Gifts of Imperfection
3,2059,4,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
115,2059,4,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
198,2059,5,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
200,2059,5,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
203,2059,5,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
3,2079,5,Big Magic: Creative Living Beyond Fear
3,2836,1,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History"
344,2836,3,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History"
3,2866,4,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles
218,2866,5,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles
235,2866,4,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles
284,2866,3,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles
353,2866,5,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles
3,3478,4,The Coldest Winter Ever
198,3478,3,The Coldest Winter Ever
3,4224,4,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help"
36,4224,4,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help"
265,4224,5,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help"
3,4665,4,The Hundred-Foot Journey
3,4830,5,Where the Mountain Meets the Moon
220,4830,5,Where the Mountain Meets the Moon
587,4830,4,Where the Mountain Meets the Moon
3,5415,3,"Boy, Snow, Bird"
113,5415,5,"Boy, Snow, Bird"
384,5415,3,"Boy, Snow, Bird"
493,5415,2,"Boy, Snow, Bird"
3,5495,4,Writing Down the Bones: Freeing the Writer Within
199,5495,4,Writing Down the Bones: Freeing the Writer Within
380,5495,5,Writing Down the Bones: Freeing the Writer Within
3,5548,4,It Chooses You
207,5548,4,It Chooses You
379,5548,1,It Chooses You
3,5662,4,Hunger Makes Me a Modern Girl
410,5662,5,Hunger Makes Me a Modern Girl
589,5662,4,Hunger Makes Me a Modern Girl
3,6490,4,Shrill: Notes from a Loud Woman
362,6490,5,Shrill: Notes from a Loud Woman
413,6490,4,Shrill: Notes from a Loud Woman
611,6490,5,Shrill: Notes from a Loud Woman
3,6644,5,Flotsam
57,6644,4,Flotsam
551,6644,4,Flotsam
4,3309,4,Camera Lucida: Reflections on Photography
429,3309,4,Camera Lucida: Reflections on Photography
430,3309,5,Camera Lucida: Reflections on Photography
4,3826,4,Batman: Hush
141,3826,4,Batman: Hush
207,3826,4,Batman: Hush
250,3826,5,Batman: Hush
4,4671,4,Journey to the End of the Night
396,4671,5,Journey to the End of the Night
565,4671,4,Journey to the End of the Night
4,6605,4,"Preacher, Volume 5: Dixie Fried"
144,6605,5,"Preacher, Volume 5: Dixie Fried"
542,6605,4,"Preacher, Volume 5: Dixie Fried"
4,7013,4,"Preacher, Volume 8: All Hells a-Coming"
144,7013,5,"Preacher, Volume 8: All Hells a-Coming"
542,7013,4,"Preacher, Volume 8: All Hells a-Coming"
4,7026,4,"Preacher, Volume 7: Salvation"
144,7026,5,"Preacher, Volume 7: Salvation"
542,7026,4,"Preacher, Volume 7: Salvation"
4,7231,4,Crash
452,7231,3,Crash
4,7494,4,Season of Migration to the North
4,7621,4,On the Genealogy of Morals / Ecce Homo
206,7621,3,On the Genealogy of Morals / Ecce Homo
4,8010,3,An Enquiry Concerning Human Understanding
331,8010,3,An Enquiry Concerning Human Understanding
389,8010,5,An Enquiry Concerning Human Understanding
4,8159,4,Manufacturing Consent: The Political Economy of the Mass Media
4,8419,4,"Batman: Hush, Vol. 1"
75,8419,5,"Batman: Hush, Vol. 1"
102,8419,3,"Batman: Hush, Vol. 1"
141,8419,4,"Batman: Hush, Vol. 1"
188,8419,5,"Batman: Hush, Vol. 1"
222,8419,4,"Batman: Hush, Vol. 1"
4,8787,3,Snow Country
286,8787,3,Snow Country
317,8787,3,Snow Country
372,8787,2,Snow Country
424,8787,2,Snow Country
627,8787,3,Snow Country
4,8998,4,"The Work of Art in the Age of Its Technological Reproducibility, and Other Writings on Media"
4,9077,4,Orientalism
206,9077,5,Orientalism
4,9706,4,Wit
251,9706,2,Wit
330,9706,5,Wit
4,9742,3,Going After Cacciato
38,9742,4,Going After Cacciato
87,9742,3,Going After Cacciato
147,9742,5,Going After Cacciato
328,9742,4,Going After Cacciato
483,9742,3,Going After Cacciato
517,9742,3,Going After Cacciato
4,9977,4,The Sailor Who Fell from Grace with the Sea
241,9977,5,The Sailor Who Fell from Grace with the Sea
334,9977,4,The Sailor Who Fell from Grace with the Sea
450,9977,3,The Sailor Who Fell from Grace with the Sea
633,9977,5,The Sailor Who Fell from Grace with the Sea
634,9977,3,The Sailor Who Fell from Grace with the Sea
635,9977,4,The Sailor Who Fell from Grace with the Sea
636,9977,4,The Sailor Who Fell from Grace with the Sea
5,7340,3,Learned Optimism: How to Change Your Mind and Your Life
5,7668,4,The Way of Zen
518,7668,5,The Way of Zen
524,7668,4,The Way of Zen
5,7766,4,The Faraway Tree Stories (The Faraway Tree #1-3)
62,7766,5,The Faraway Tree Stories (The Faraway Tree #1-3)
67,7766,4,The Faraway Tree Stories (The Faraway Tree #1-3)
5,8013,4,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
5,9873,4,Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics)
338,9873,3,Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics)
341,9873,4,Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics)
348,9873,5,Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics)
5,1749,4,How to Stop Worrying and Start Living
15,1749,4,How to Stop Worrying and Start Living
21,1749,5,How to Stop Worrying and Start Living
62,1749,5,How to Stop Worrying and Start Living
115,1749,3,How to Stop Worrying and Start Living
159,1749,3,How to Stop Worrying and Start Living
5,2547,4,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!"
15,2547,4,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!"
49,2547,4,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!"
5,2659,3,As a Man Thinketh
49,2659,5,As a Man Thinketh
214,2659,4,As a Man Thinketh
5,2933,4,The Art of Loving
126,2933,5,The Art of Loving
5,3820,5,"Conversations with God: An Uncommon Dialogue, Book 1"
270,3820,2,"Conversations with God: An Uncommon Dialogue, Book 1"
288,3820,4,"Conversations with God: An Uncommon Dialogue, Book 1"
5,4156,5,"Conversations With God: An Uncommon Dialogue, Book 2"
15,4156,3,"Conversations With God: An Uncommon Dialogue, Book 2"
182,4156,4,"Conversations With God: An Uncommon Dialogue, Book 2"
288,4156,4,"Conversations With God: An Uncommon Dialogue, Book 2"
5,4261,3,The Science of Getting Rich
5,4269,5,A History of Western Philosophy
348,4269,5,A History of Western Philosophy
5,4464,3,Feel the Fear and Do It Anyway
49,4464,5,Feel the Fear and Do It Anyway
218,4464,5,Feel the Fear and Do It Anyway
5,4701,4,Unlimited Power: The New Science Of Personal Achievement
49,4701,5,Unlimited Power: The New Science Of Personal Achievement
88,4701,4,Unlimited Power: The New Science Of Personal Achievement
5,4743,4,Games People Play
258,4743,4,Games People Play
299,4743,5,Games People Play
5,4893,5,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life
174,4893,5,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life
5,6203,4,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism
5,6592,4,A Separate Reality
289,6592,2,A Separate Reality
6,3319,4,The Philosophy of Andy Warhol (From A to B and Back Again)
6,3733,3,The Diary of Frida Kahlo: An Intimate Self-Portrait
8,3733,4,The Diary of Frida Kahlo: An Intimate Self-Portrait
6,3839,5,The Shock of the New
8,3839,4,The Shock of the New
6,3985,3,Please Kill Me: The Uncensored Oral History of Punk
28,3985,2,Please Kill Me: The Uncensored Oral History of Punk
450,3985,3,Please Kill Me: The Uncensored Oral History of Punk
6,4330,2,Heavier Than Heaven: A Biography of Kurt Cobain
80,4330,3,Heavier Than Heaven: A Biography of Kurt Cobain
450,4330,3,Heavier Than Heaven: A Biography of Kurt Cobain
6,5434,4,Diane Arbus: Monograph
6,5977,3,Pedagogy of the Oppressed
341,5977,3,Pedagogy of the Oppressed
6,6316,3,The Looming Tower: Al-Qaeda and the Road to 9/11
16,6316,3,The Looming Tower: Al-Qaeda and the Road to 9/11
284,6316,4,The Looming Tower: Al-Qaeda and the Road to 9/11
328,6316,5,The Looming Tower: Al-Qaeda and the Road to 9/11
6,7439,3,100 Love Sonnets
85,7439,4,100 Love Sonnets
557,7439,5,100 Love Sonnets
6,7539,3,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991"
518,7539,5,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991"
6,8024,3,The Wretched of the Earth
272,8024,2,The Wretched of the Earth
454,8024,2,The Wretched of the Earth
565,8024,4,The Wretched of the Earth
6,8166,4,The Great Shark Hunt: Strange Tales from a Strange Time
16,8166,4,The Great Shark Hunt: Strange Tales from a Strange Time
150,8166,4,The Great Shark Hunt: Strange Tales from a Strange Time
193,8166,3,The Great Shark Hunt: Strange Tales from a Strange Time
395,8166,3,The Great Shark Hunt: Strange Tales from a Strange Time
6,8415,4,Black Elk Speaks
76,8415,5,Black Elk Speaks
227,8415,3,Black Elk Speaks
270,8415,4,Black Elk Speaks
289,8415,4,Black Elk Speaks
289,8415,4,Black Elk Speaks
289,8415,4,Black Elk Speaks
6,8736,5,Palestine
6,8751,3,Miles: The Autobiography
348,8751,5,Miles: The Autobiography
450,8751,3,Miles: The Autobiography
6,8753,1,Does the Noise in My Head Bother You?
6,8817,4,"Will You Please Be Quiet, Please?"
126,8817,5,"Will You Please Be Quiet, Please?"
171,8817,5,"Will You Please Be Quiet, Please?"
231,8817,5,"Will You Please Be Quiet, Please?"
571,8817,4,"Will You Please Be Quiet, Please?"
6,9715,2,Hammer of the Gods
80,9715,3,Hammer of the Gods
6,9920,3,A Coney Island of the Mind: Poems
417,9920,4,A Coney Island of the Mind: Poems
7,7209,5,The Necklace and Other Short Stories
133,7209,4,The Necklace and Other Short Stories
272,7209,2,The Necklace and Other Short Stories
309,7209,3,The Necklace and Other Short Stories
477,7209,3,The Necklace and Other Short Stories
7,8682,5,The Night Strangers
52,8682,3,The Night Strangers
623,8682,4,The Night Strangers
7,8756,5,The Complete Works of H.P. Lovecraft
458,8756,5,The Complete Works of H.P. Lovecraft
499,8756,5,The Complete Works of H.P. Lovecraft
626,8756,4,The Complete Works of H.P. Lovecraft
7,9143,5,The Tenth Justice
75,9143,5,The Tenth Justice
466,9143,5,The Tenth Justice
7,9900,5,Innocent
88,9900,4,Innocent
569,9900,5,Innocent
7,523,4,Wall and Piece
8,523,2,Wall and Piece
12,523,3,Wall and Piece
7,579,3,The Story of Art
8,579,2,The Story of Art
14,579,2,The Story of Art
15,579,3,The Story of Art
16,579,5,The Story of Art
7,775,4,The Art Book
12,775,3,The Art Book
15,775,4,The Art Book
28,775,4,The Art Book
29,775,5,The Art Book
7,2107,5,The Letters of Vincent van Gogh
8,2107,4,The Letters of Vincent van Gogh
7,2190,5,Faeries
7,3202,5,Good Faeries/Bad Faeries
16,3202,2,Good Faeries/Bad Faeries
412,3202,5,Good Faeries/Bad Faeries
7,4011,4,The Long Way Home
63,4011,3,The Long Way Home
140,4011,3,The Long Way Home
341,4011,3,The Long Way Home
7,4528,5,Fairy Tales from the Brothers Grimm: A New English Version
292,4528,3,Fairy Tales from the Brothers Grimm: A New English Version
327,4528,3,Fairy Tales from the Brothers Grimm: A New English Version
437,4528,4,Fairy Tales from the Brothers Grimm: A New English Version
458,4528,5,Fairy Tales from the Brothers Grimm: A New English Version
7,5211,5,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are
7,5412,5,Zen of Seeing: Seeing/Drawing as Meditation
379,5412,2,Zen of Seeing: Seeing/Drawing as Meditation
7,6075,4,The Gates of Rome
297,6075,3,The Gates of Rome
7,6242,4,The Inner Circle
466,6242,5,The Inner Circle
7,6445,5,Imperium
283,6445,4,Imperium
7,6543,5,The Heretic Queen
161,6543,4,The Heretic Queen
578,6543,4,The Heretic Queen
8,1776,3,Art and Fear: Observations on the Perils (and Rewards) of Artmaking
110,1776,4,Art and Fear: Observations on the Perils (and Rewards) of Artmaking
8,2571,1,Color: A Natural History of the Palette
8,3180,2,Art Through the Ages
8,3866,1,So Youve Been Publicly Shamed
177,3866,4,So Youve Been Publicly Shamed
187,3866,4,So Youve Been Publicly Shamed
510,3866,3,So Youve Been Publicly Shamed
511,3866,3,So Youve Been Publicly Shamed
8,3880,4,Vincent Van Gogh: The Complete Paintings
8,4185,4,Anatomy for the Artist
8,4271,4,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking
8,4939,4,Veganomicon: The Ultimate Vegan Cookbook
31,4939,5,Veganomicon: The Ultimate Vegan Cookbook
8,5549,3,Last Exit to Brooklyn
70,5549,2,Last Exit to Brooklyn
273,5549,3,Last Exit to Brooklyn
345,5549,5,Last Exit to Brooklyn
380,5549,5,Last Exit to Brooklyn
565,5549,4,Last Exit to Brooklyn
8,8225,3,The Woodlanders
472,8225,4,The Woodlanders
8,8691,3,Sexing the Cherry
8,9224,4,The Midwich Cuckoos
511,9224,4,The Midwich Cuckoos
568,9224,5,The Midwich Cuckoos
9,469,4,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban
9,999,4,Shadow and Bone
9,1174,2,The Goose Girl
9,1734,3,Size 12 Is Not Fat
9,1742,4,Siege and Storm
155,1742,2,Siege and Storm
9,1856,3,In the Hand of the Goddess
9,1868,3,Dealing with Dragons
9,2277,3,All-American Girl
9,2607,3,The Woman Who Rides Like a Man
9,2801,2,Terrier
25,2801,4,Terrier
9,2958,2,Tricksters Queen
274,2958,5,Tricksters Queen
9,3243,2,Tricksters Choice
9,3451,3,Princess in the Spotlight
9,3496,3,First Test
9,3535,3,Lady Knight
9,3582,3,Princess in Love
306,3582,5,Princess in Love
9,3859,3,Searching for Dragons
440,3859,5,Searching for Dragons
9,4086,3,Avalon High
136,4086,5,Avalon High
306,4086,3,Avalon High
517,4086,3,Avalon High
9,4344,3,Princess in Waiting
9,5401,3,Princess in Pink
151,5401,2,Princess in Pink
10,501,5,"The Walking Dead, Vol. 1: Days Gone Bye"
10,684,2,Gone
10,1301,3,Across the Universe
10,1490,5,The Strain
10,2056,4,The Litigators
10,2411,5,The Wind Through the Keyhole
10,2484,5,Swan Song
10,2694,3,The Face on the Milk Carton
10,2712,3,The Road to the Dark Tower: Exploring Stephen Kings Magnum Opus
10,2814,4,Playing for Pizza
10,2872,5,Lucifers Hammer
10,3272,3,Bleachers
10,3468,5,"Alas, Babylon"
10,3808,4,"The Walking Dead, Vol. 2: Miles Behind Us"
144,3808,4,"The Walking Dead, Vol. 2: Miles Behind Us"
188,3808,4,"The Walking Dead, Vol. 2: Miles Behind Us"
10,3936,4,Blaze
123,3936,3,Blaze
170,3936,3,Blaze
10,4382,4,On the Beach
10,5187,4,Rage
170,5187,3,Rage
10,5562,3,Earth Abides
217,5562,5,Earth Abides
368,5562,2,Earth Abides
10,5567,4,The Colorado Kid
170,5567,3,The Colorado Kid
10,5762,3,Roadwork
123,5762,3,Roadwork
170,5762,3,Roadwork
427,5762,4,Roadwork
11,516,3,Perfect Chemistry
11,1452,3,"Everything, Everything"
11,1574,3,Let It Snow: Three Holiday Romances
84,1574,1,Let It Snow: Three Holiday Romances
131,1574,3,Let It Snow: Three Holiday Romances
11,1612,4,What I Talk About When I Talk About Running
56,1612,5,What I Talk About When I Talk About Running
11,1905,3,Rules of Attraction
11,2289,4,Eating Animals
94,2289,3,Eating Animals
11,2532,4,The Winners Curse
66,2532,5,The Winners Curse
151,2532,5,The Winners Curse
305,2532,3,The Winners Curse
11,2671,4,Milk and Honey
321,2671,5,Milk and Honey
322,2671,5,Milk and Honey
11,3146,5,The Rithmatist
11,3244,4,Cruel Beauty
191,3244,4,Cruel Beauty
305,3244,5,Cruel Beauty
11,3262,2,Chain Reaction
418,3262,5,Chain Reaction
11,3336,4,UnWholly
191,3336,4,UnWholly
275,3336,4,UnWholly
309,3336,3,UnWholly
11,3480,4,The Vegetarian
371,3480,3,The Vegetarian
11,3707,5,Kitchen
273,3707,4,Kitchen
334,3707,4,Kitchen
11,4092,4,"Forgive Me, Leonard Peacock"
187,4092,3,"Forgive Me, Leonard Peacock"
219,4092,5,"Forgive Me, Leonard Peacock"
287,4092,5,"Forgive Me, Leonard Peacock"
465,4092,4,"Forgive Me, Leonard Peacock"
11,4255,5,The Wednesday Wars
11,4298,4,The Winners Crime
66,4298,5,The Winners Crime
151,4298,5,The Winners Crime
305,4298,2,The Winners Crime
548,4298,4,The Winners Crime
11,5573,3,Revolution
224,5573,3,Revolution
311,5573,4,Revolution
366,5573,4,Revolution
423,5573,5,Revolution
11,5707,4,Touching Spirit Bear
11,6422,4,The Winners Kiss
66,6422,4,The Winners Kiss
305,6422,3,The Winners Kiss
548,6422,4,The Winners Kiss
12,2864,4,The Gashlycrumb Tinies
28,2864,5,The Gashlycrumb Tinies
73,2864,5,The Gashlycrumb Tinies
352,2864,5,The Gashlycrumb Tinies
12,2914,3,Bird Box
86,2914,4,Bird Box
115,2914,4,Bird Box
118,2914,4,Bird Box
190,2914,4,Bird Box
254,2914,5,Bird Box
12,3293,4,Those Who Leave and Those Who Stay
176,3293,4,Those Who Leave and Those Who Stay
202,3293,4,Those Who Leave and Those Who Stay
343,3293,3,Those Who Leave and Those Who Stay
12,3721,3,The Story of the Lost Child
128,3721,5,The Story of the Lost Child
202,3721,5,The Story of the Lost Child
343,3721,3,The Story of the Lost Child
12,3812,5,Alices Adventures in Wonderland & Other Stories
77,3812,4,Alices Adventures in Wonderland & Other Stories
499,3812,5,Alices Adventures in Wonderland & Other Stories
12,4237,4,Generation X: Tales for an Accelerated Culture
193,4237,3,Generation X: Tales for an Accelerated Culture
12,4833,5,How to Build a Girl
135,4833,2,How to Build a Girl
261,4833,5,How to Build a Girl
321,4833,3,How to Build a Girl
12,5201,3,Asterios Polyp
222,5201,5,Asterios Polyp
301,5201,5,Asterios Polyp
430,5201,4,Asterios Polyp
575,5201,3,Asterios Polyp
12,5708,2,The Flamethrowers
162,5708,5,The Flamethrowers
236,5708,3,The Flamethrowers
616,5708,2,The Flamethrowers
12,5934,3,JPod
29,5934,5,JPod
188,5934,4,JPod
261,5934,4,JPod
472,5934,3,JPod
474,5934,5,JPod
484,5934,5,JPod
12,5947,4,Girlfriend in a Coma
413,5947,3,Girlfriend in a Coma
12,6183,5,Money
59,6183,3,Money
429,6183,3,Money
456,6183,1,Money
12,6851,4,Under the Skin
12,6916,4,Absurdistan
344,6916,2,Absurdistan
406,6916,3,Absurdistan
529,6916,2,Absurdistan
557,6916,3,Absurdistan
12,7614,5,Drinking: A Love Story
203,7614,5,Drinking: A Love Story
392,7614,5,Drinking: A Love Story
417,7614,2,Drinking: A Love Story
565,7614,5,Drinking: A Love Story
12,7748,3,All Families are Psychotic
484,7748,4,All Families are Psychotic
12,8325,4,The Enchanted
23,8325,4,The Enchanted
190,8325,4,The Enchanted
339,8325,2,The Enchanted
403,8325,4,The Enchanted
529,8325,5,The Enchanted
12,8899,3,After Im Gone
13,8114,2,Aunt Julia and the Scriptwriter
13,8312,3,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else"
215,8312,4,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else"
13,9117,3,George Washingtons Secret Six: The Spy Ring That Saved the American Revolution
96,9117,4,George Washingtons Secret Six: The Spy Ring That Saved the American Revolution
269,9117,4,George Washingtons Secret Six: The Spy Ring That Saved the American Revolution
13,536,5,The Power of Habit: Why We Do What We Do in Life and Business
13,1081,3,Colorless Tsukuru Tazaki and His Years of Pilgrimage
13,1147,3,The Psychopath Test: A Journey Through the Madness Industry
13,1832,3,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories"
13,2070,4,Code Name Verity
13,2245,3,Flash Boys: A Wall Street Revolt
148,2245,4,Flash Boys: A Wall Street Revolt
251,2245,4,Flash Boys: A Wall Street Revolt
13,2246,3,The Diving Bell and the Butterfly
26,2246,3,The Diving Bell and the Butterfly
13,2420,3,Musicophilia: Tales of Music and the Brain
13,2675,2,The Three-Body Problem
54,2675,2,The Three-Body Problem
13,3129,3,Trail of Broken Wings
397,3129,2,Trail of Broken Wings
398,3129,3,Trail of Broken Wings
13,3386,3,The Winter of Our Discontent
13,3545,3,Tender at the Bone: Growing Up at the Table
202,3545,5,Tender at the Bone: Growing Up at the Table
243,3545,4,Tender at the Bone: Growing Up at the Table
13,3645,3,Garlic and Sapphires: The Secret Life of a Critic in Disguise
98,3645,4,Garlic and Sapphires: The Secret Life of a Critic in Disguise
202,3645,5,Garlic and Sapphires: The Secret Life of a Critic in Disguise
13,3684,2,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune
202,3684,4,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune
349,3684,4,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune
383,3684,5,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune
13,3836,3,The Robber Bride
13,5253,4,Replay
127,5253,4,Replay
237,5253,4,Replay
463,5253,5,Replay
13,7027,3,How Will You Measure Your Life?
45,7027,4,How Will You Measure Your Life?
181,7027,4,How Will You Measure Your Life?
214,7027,5,How Will You Measure Your Life?
14,1142,3,Beautiful Bastard
14,1845,4,Captivated by You
21,1845,3,Captivated by You
120,1845,1,Captivated by You
14,2257,4,The Last Wish
233,2257,4,The Last Wish
253,2257,5,The Last Wish
254,2257,4,The Last Wish
255,2257,2,The Last Wish
256,2257,4,The Last Wish
14,2394,3,Never Never
32,2394,4,Never Never
14,2575,2,Beautiful Stranger
310,2575,3,Beautiful Stranger
14,3072,4,Saphirblau
151,3072,5,Saphirblau
226,3072,4,Saphirblau
312,3072,5,Saphirblau
14,3327,3,Asylum
205,3327,3,Asylum
240,3327,5,Asylum
433,3327,3,Asylum
14,3591,4,Smaragdgr n
226,3591,5,Smaragdgr n
312,3591,4,Smaragdgr n
